20 70 152 152 3058 577 1306 82 1795 607 152 649 1703 690 1671 766 553 152 456 1478 513 2540 546 152 70 152 152 152 3644 1922 1033 152 572 152 152 931 152 152 1212 152 843 152 2249 152 153 152 152 82 1714 152 82 639 695 152 619 2176 82 152 152 152 2315 2665 203 154 152 82 152 153 82 1925 70 4480 152 1320 70 152 4731 152 2660 852 4275 619 2719 557 1682 2050 152 152 1590 152 152 583 1036 152 152 152 154 152 152 152 1568 
21 3745 804 2329 67 1466 67 768 1245 67 162 162 1471 600 95 162 162 3144 422 1560 1125 67 162 1717 706 95 903 822 163 162 70 2956 1414 162 95 577 846 592 95 2429 67 95 67 162 3115 1172 162 67 95 162 2502 760 2347 2659 67 95 162 526 171 162 67 647 3217 67 95 1849 624 162 164 2639 3993 162 162 95 162 162 162 162 67 3978 162 67 67 162 95 162 67 67 162 164 162 67 67 162 4554 2411 162 749 162 1464 162 
22 80 79 146 146 146 1672 492 148 1661 146 641 79 67 67 152 67 146 506 146 146 612 146 146 146 79 79 146 1537 146 146 936 146 146 146 147 1917 146 510 79 146 146 146 146 663 79 146 146 146 67 3968 146 92 792 146 441 146 146 146 608 146 146 146 437 146 1383 147 146 1043 1610 146 146 67 908 2442 146 146 146 146 1080 79 146 146 73 146 4746 146 838 146 146 146 147 146 1160 569 67 146 985 146 146 146 
23 808 1642 91 171 673 171 85 171 934 1123 85 171 710 171 171 1858 109 171 171 2836 4561 778 85 171 171 85 171 687 171 3495 1021 668 570 1579 171 171 568 171 85 171 86 736 86 86 2853 86 585 578 171 1474 176 1063 171 171 3745 777 171 171 86 86 171 2856 85 171 85 171 609 171 171 86 171 171 1555 2435 1014 86 171 1813 85 85 706 85 626 173 86 171 575 89 643 171 85 85 171 171 719 86 171 822 171 572 
24 81 163 88 163 2588 88 77 1892 525 651 163 163 75 535 75 1097 166 163 75 75 163 163 163 163 600 967 163 75 701 2544 88 163 644 163 88 836 615 173 1688 3534 830 75 75 88 488 3778 163 163 88 163 75 163 1652 163 163 163 163 163 88 1244 3147 163 163 163 468 612 88 75 75 75 163 163 88 75 75 3838 924 88 163 163 168 167 163 534 75 88 4385 75 1762 163 163 163 163 3410 75 163 88 88 75 1061 
25 93 177 84 177 177 84 177 84 177 763 177 2624 683 178 813 832 177 177 177 177 177 177 652 93 795 177 177 937 177 612 177 177 177 415 84 707 177 1164 93 177 84 503 985 177 3920 84 177 177 177 177 84 84 547 177 93 84 1927 177 177 84 93 177 93 177 177 93 2338 93 93 93 1963 579 177 93 177 177 84 1696 93 177 1341 1144 177 93 1435 177 177 177 857 177 177 177 695 177 177 1958 93 93 1326 512 
26 165 688 171 955 165 3280 165 165 165 165 779 576 165 819 828 165 165 555 165 94 673 713 622 94 94 71 346 165 165 165 165 165 165 71 496 702 165 71 165 71 165 94 94 1569 71 165 165 165 165 622 165 95 505 94 71 165 71 587 94 1904 94 613 165 165 165 1488 630 169 165 94 165 165 71 165 94 608 71 4881 900 165 71 165 771 165 94 71 94 71 165 507 165 94 950 165 71 165 95 169 71 174 
27 69 154 154 154 69 154 863 69 154 161 69 154 156 154 2171 154 154 154 154 155 69 69 154 154 1071 154 573 154 1172 85 154 154 85 85 742 85 4379 154 2906 85 643 164 154 85 1869 753 154 1007 1091 154 154 154 2042 720 154 85 154 154 154 85 69 154 154 154 154 154 154 154 154 663 154 154 154 1444 154 574 154 160 69 1755 85 154 933 154 154 154 780 154 1672 154 85 573 154 614 85 85 2214 487 154 85 
28 155 155 569 155 559 157 155 155 1088 70 155 70 70 155 155 618 155 1677 575 85 155 155 156 85 85 500 85 85 780 155 155 155 155 155 155 155 92 70 912 70 70 835 70 155 787 1609 157 2237 1364 155 85 155 522 155 70 157 155 155 155 656 538 170 85 155 1758 155 85 85 85 85 155 155 85 155 85 468 155 2683 155 155 155 155 155 557 155 155 155 1068 85 155 155 155 155 155 155 1001 155 155 155 70 
29 158 161 522 72 72 158 158 86 72 72 161 86 158 72 86 158 72 542 86 158 158 510 158 86 162 158 674 158 634 530 158 158 86 73 158 158 2351 694 606 158 160 86 86 72 3999 158 158 606 158 158 158 72 1118 158 158 158 158 158 158 158 4481 158 158 158 159 831 2482 641 633 158 86 624 1038 158 86 745 158 86 72 158 158 72 72 510 158 158 72 86 86 158 158 163 72 86 158 626 72 72 787 158 
30 466 155 82 155 155 155 73 1881 155 82 73 1828 155 82 1741 73 155 165 155 590 73 693 509 155 82 159 614 155 455 158 1676 82 155 155 82 1482 82 155 1644 155 82 73 702 82 762 155 155 73 155 73 1174 155 73 82 155 155 155 82 718 73 155 155 155 155 75 82 155 1116 616 155 73 155 73 1328 155 702 82 155 73 155 559 155 906 155 1447 155 155 155 82 465 1297 73 155 73 155 155 73 521 82 155 
31 70 518 70 81 1045 146 76 146 146 148 76 146 3756 76 70 1749 146 76 146 70 76 146 146 76 70 146 70 70 1944 146 146 76 146 146 146 76 146 514 2600 148 146 70 146 146 146 530 146 939 1618 70 146 148 412 146 76 1069 992 70 146 708 619 84 146 76 533 146 1235 146 146 146 146 76 495 76 146 146 553 146 76 146 76 146 146 146 146 846 146 4012 146 146 146 70 76 146 2047 146 70 76 146 146 
32 1395 60 147 147 147 62 60 147 147 147 765 1361 147 87 147 678 87 60 2885 147 147 60 87 1514 60 147 147 147 87 60 953 609 60 147 60 1507 147 60 147 147 488 87 147 147 147 1000 3660 147 147 492 147 147 60 60 60 1321 1992 87 149 1813 147 87 60 87 147 147 1495 60 147 512 147 60 87 1129 60 753 87 87 153 147 87 147 147 67 60 147 147 147 2420 147 147 147 60 147 548 87 60 60 60 471 
33 171 171 171 171 81 171 171 171 171 1658 81 171 171 171 171 171 171 90 81 81 518 171 81 90 81 581 81 171 171 171 90 1706 171 171 171 171 90 171 171 482 81 171 81 171 171 171 81 171 81 81 2447 171 171 81 171 81 2724 612 171 171 171 171 90 171 171 171 171 171 90 171 171 697 171 171 171 90 171 90 171 81 90 171 1618 171 171 90 171 171 81 200 81 579 81 81 81 171 90 420 171 171 
34 94 480 165 165 71 165 165 165 94 165 94 94 71 165 165 165 71 94 762 165 71 168 165 165 165 165 165 3373 94 165 165 165 94 71 71 165 71 807 165 71 94 71 165 165 165 94 94 165 165 165 71 165 165 165 165 165 94 771 165 530 165 481 71 165 165 165 816 165 165 625 1227 165 165 165 71 165 1156 165 576 94 2836 165 166 165 879 71 71 71 94 165 625 71 165 165 165 165 555 71 165 397 
35 65 823 65 570 139 139 139 65 139 139 139 139 498 65 139 67 522 65 577 65 1483 139 1283 74 139 65 507 65 65 139 65 65 531 139 1030 139 139 65 65 74 65 142 74 139 65 139 74 74 139 139 65 139 139 139 74 139 139 65 717 139 762 561 139 65 65 65 139 74 139 139 74 139 139 74 139 139 139 807 2646 139 152 139 74 74 65 461 501 600 139 139 74 139 74 65 530 139 604 566 65 139 
36 143 143 863 143 143 143 143 78 65 65 78 78 65 2700 143 144 65 556 65 143 143 78 143 186 143 143 647 65 143 143 143 143 143 662 143 143 708 143 65 82 143 65 144 78 143 143 78 1058 78 78 143 143 143 1480 78 787 826 143 65 89 723 143 143 65 147 143 143 143 143 78 143 143 143 143 65 1032 73 1645 143 78 78 65 143 1213 78 143 78 143 78 607 143 65 143 78 143 143 143 143 144 65 
37 151 84 84 1673 910 67 155 67 84 2120 151 997 151 549 84 84 153 151 3279 67 151 151 84 151 151 151 84 67 67 84 171 151 67 812 151 151 84 151 151 84 151 84 151 84 151 151 84 151 151 505 1561 151 151 84 151 67 151 67 151 151 84 151 151 67 1951 151 151 67 67 1133 84 2339 151 151 67 151 67 151 510 67 84 84 1820 151 67 151 151 152 67 1221 67 1437 84 569 151 84 151 67 67 151 
38 1462 167 167 167 167 167 83 509 167 4579 83 84 83 167 84 84 83 1815 168 167 84 83 167 84 85 83 84 167 84 168 84 167 83 83 84 604 167 83 167 167 167 83 167 167 690 167 167 83 84 92 167 1345 89 167 83 83 84 167 1914 84 167 167 84 167 168 167 167 83 1906 167 167 167 84 167 167 543 167 83 167 84 167 167 167 83 84 168 167 84 84 167 83 83 167 167 167 84 167 83 83 83 
39 187 187 191 187 187 110 110 187 110 187 187 187 77 187 187 187 187 187 110 187 110 110 369 77 609 187 77 187 187 191 110 187 187 77 187 110 1709 187 77 110 187 187 187 110 77 187 187 110 187 77 187 77 187 187 187 187 189 110 110 110 77 187 187 110 187 112 110 77 110 110 77 1599 187 112 77 77 187 77 77 110 110 187 187 187 187 110 187 605 187 81 187 187 77 187 77 722 187 187 77 110 
40 139 139 82 57 82 57 82 139 139 139 82 139 148 139 139 139 139 139 139 82 2605 82 1115 139 1488 2234 3964 139 139 139 57 1237 139 144 139 139 139 57 82 57 139 82 82 139 57 82 57 82 139 139 82 142 57 82 142 139 82 139 82 139 57 139 82 139 82 139 139 4899 139 139 82 139 57 139 139 139 139 82 57 139 82 139 139 139 139 780 139 139 139 82 82 57 139 82 87 57 511 139 57 57 
41 177 176 74 176 176 176 176 176 176 176 176 74 176 176 176 176 103 74 176 74 74 176 102 176 176 102 176 74 176 176 102 74 176 74 176 102 102 176 1042 176 179 176 102 176 176 74 74 102 176 74 102 176 176 176 102 176 176 176 468 176 176 74 102 102 102 176 117 176 176 74 74 77 176 176 102 74 102 176 102 176 74 176 102 176 102 74 176 176 657 176 102 176 176 176 74 178 102 176 176 74 
42 84 80 164 84 164 164 164 84 84 164 164 164 164 80 164 164 84 84 164 164 80 164 84 164 164 164 164 164 164 80 512 164 80 164 164 84 164 164 84 80 164 164 80 164 164 80 164 81 80 164 80 164 164 164 80 164 164 164 80 84 164 164 164 1471 164 164 84 164 84 164 968 165 164 80 164 84 164 463 164 80 84 701 164 164 80 164 164 164 164 84 164 164 164 84 84 164 164 84 80 164 
43 164 81 81 164 83 166 164 164 164 164 164 1529 164 81 81 83 83 81 164 699 81 81 165 83 83 83 164 83 81 164 81 81 164 164 83 164 164 164 164 2130 81 164 164 164 81 81 164 164 164 164 81 164 81 164 164 81 164 164 164 164 83 164 164 164 164 164 83 83 164 164 82 164 81 164 653 81 164 164 81 164 164 164 164 81 164 164 164 164 81 81 83 164 83 164 83 639 164 86 81 81 
44 94 173 79 81 173 173 173 2478 173 79 173 620 79 173 94 173 173 173 173 173 94 94 94 725 173 173 173 173 173 79 94 79 173 94 173 173 173 94 173 94 173 173 79 79 173 94 173 94 94 173 94 173 79 760 173 173 79 79 173 173 173 79 173 94 173 94 79 79 94 94 79 173 173 630 94 94 173 173 173 94 173 94 173 79 173 173 173 104 173 94 79 79 173 173 94 79 79 608 173 614 
45 174 174 93 174 174 174 174 174 81 93 174 174 174 93 174 174 174 93 93 93 174 93 174 174 81 93 174 81 93 81 174 93 174 540 174 93 174 456 81 174 174 174 174 174 174 176 174 174 174 174 93 174 81 81 174 174 81 84 81 174 174 81 174 81 81 2422 81 174 174 93 174 93 174 1465 81 174 177 174 93 174 696 93 175 174 81 174 174 174 174 174 93 81 93 81 81 174 93 81 174 174 
46 173 173 173 493 90 173 173 90 83 173 90 174 1508 90 177 83 173 173 83 176 173 173 83 86 84 173 90 90 966 83 173 173 443 83 173 83 173 173 173 83 173 173 90 173 173 83 173 173 173 90 173 83 173 90 90 173 173 83 83 173 173 173 173 83 83 173 173 83 83 90 173 173 173 90 173 173 173 90 83 173 550 173 90 83 173 83 83 173 173 90 173 173 173 83 173 90 173 173 83 83 
47 152 68 84 68 84 152 152 152 68 482 152 68 84 152 68 68 68 152 152 152 84 152 152 152 84 68 152 414 152 152 152 658 152 152 68 68 68 152 152 152 68 152 84 68 152 152 152 152 152 152 84 84 152 84 152 84 152 84 152 152 152 84 152 68 152 68 152 84 152 152 68 68 152 152 68 152 84 84 84 84 152 68 152 152 68 68 68 152 68 84 84 1534 68 68 84 68 68 152 944 152 
48 88 172 683 172 88 619 88 84 88 172 84 84 172 172 88 84 88 172 84 172 172 172 172 88 88 724 172 560 172 88 172 88 475 88 172 88 84 172 172 172 84 88 84 172 84 172 88 84 84 172 172 172 84 88 172 84 84 172 84 88 172 88 172 88 88 172 84 88 172 2138 172 619 88 172 172 172 172 900 88 172 84 84 88 84 172 88 88 172 172 172 172 88 88 88 3778 172 88 84 84 172 
49 85 77 85 77 77 162 212 162 77 162 939 162 85 85 85 162 85 162 496 162 162 162 162 85 77 162 77 85 162 162 162 162 162 533 162 162 162 85 162 77 77 162 162 77 602 162 77 162 162 162 162 85 85 162 77 162 162 162 162 162 162 85 162 85 162 889 85 77 77 77 162 162 77 162 162 162 162 85 162 162 77 162 162 162 85 162 77 162 77 162 162 77 162 85 77 162 85 162 162 162 
